name,rating,Interest Type,City
Change of Pace Sports Bar,4.3,bar,Syracuse
Shaughnessy's Irish Pub,4.0,bar,Syracuse
WOLF'S DEN,4.6,bar,Syracuse
Orange Crate Brewing Company,3.9,bar,Syracuse
Now & Later,4.7,bar,Syracuse
Rain Lounge,4.6,bar,Syracuse
Maxwells,4.2,bar,Syracuse
Strong Hearts Cafe,4.6,cafe,Syracuse
Mello Velo Bicycle Shop,4.8,cafe,Syracuse
Cafe Kubal,4.5,cafe,Syracuse
Biscotti Cafe,4.6,cafe,Syracuse
Broadway Cafe & Arctic Island,4.5,cafe,Syracuse
Pages Cafe,3.5,cafe,Syracuse
Cafe Kubal,4.4,cafe,Syracuse
Cafe Kubal Creekwalk Commons,4.5,cafe,Syracuse
Cafe Kubal,4.6,cafe,Syracuse
Cafe Kubal,4.2,cafe,Syracuse
Mello Velo Cafe,4.4,cafe,Syracuse
Faegan's Cafe & Pub,4.2,cafe,Syracuse
The Palace Commons,4.8,cafe,Syracuse
Cafe Kubal Marriott Downtown,4.6,cafe,Syracuse
Peaks Coffee Company,4.8,cafe,Syracuse
Heritage Cafe,4.9,cafe,Syracuse
Creole Soul Cafe,4.2,cafe,Syracuse
Good To Go Cafe,4.6,cafe,Syracuse
Recess Coffee,4.6,cafe,Syracuse
Su Asian Cafe,4.4,cafe,Syracuse
Yellow Brick Road Casino,3.8,casino,Syracuse
Point Place Casino,4.0,casino,Syracuse
Syracuse New York Taxi,1.0,casino,Syracuse
Turning Stone Resort Casino,4.3,casino,Syracuse
Cnyftp Tours,0.0,casino,Syracuse
del Lago Resort & Casino,4.2,casino,Syracuse
Marriott Syracuse Downtown,4.4,casino,Syracuse
The Lodge at Turning Stone,4.7,casino,Syracuse
Vernon Downs Casino Hotel,3.9,casino,Syracuse
Everson Museum of Art,4.4,museum,Syracuse
Museum of Science & Technology,4.5,museum,Syracuse
Erie Canal Museum,4.5,museum,Syracuse
Onondaga Historical Association,4.5,museum,Syracuse
Salt Museum,4.0,museum,Syracuse
Skä•noñh Great Law of Peace Center,4.9,museum,Syracuse
Museum Of Intrigue,4.7,museum,Syracuse
Onondaga Lake Park,4.6,museum,Syracuse
Stickley Museum,4.7,museum,Syracuse
Light Work,4.5,museum,Syracuse
Open Hand Theater,4.6,museum,Syracuse
Matilda Joslyn Gage Foundation - museum,4.7,museum,Syracuse
Saint Marianne Cope Shrine & Museum,4.8,museum,Syracuse
Skä·noñh-Great Law of Peace Center,5.0,museum,Syracuse
Trexx,4.1,night_club,Syracuse
Studio 54,3.8,night_club,Syracuse
Orbis Lounge,4.6,night_club,Syracuse
406 Club,3.3,night_club,Syracuse
Singers Karaoke Club,4.5,night_club,Syracuse
Club 44,3.5,night_club,Syracuse
Benjamin's On Franklin,4.0,night_club,Syracuse
Fantasy Nights,3.5,night_club,Syracuse
Lookers Showclub,3.4,night_club,Syracuse
Paradise Found,3.5,night_club,Syracuse
The F Shed,3.6,night_club,Syracuse
The Event Center,4.5,night_club,Syracuse
Boys & Girls Clubs of Syracuse,3.8,night_club,Syracuse
The Century Club,4.6,night_club,Syracuse
Havana Nights Latin Dance Party!,0.0,night_club,Syracuse
Funny Bone Comedy Club & Restaurant,4.3,night_club,Syracuse
Boys & Girls Clubs of Syracuse,4.8,night_club,Syracuse
Boys & Girls Clubs Of Syracuse,3.3,night_club,Syracuse
Bada Bing,3.7,night_club,Syracuse
King of Clubs,4.6,night_club,Syracuse
Pastabilities,4.6,restaurant,Syracuse
The Fish Friar,4.6,restaurant,Syracuse
Strong Hearts Cafe,4.6,restaurant,Syracuse
Phoebe's Restaurant & Coffee Lounge,4.6,restaurant,Syracuse
San Miguel | Mexican Restaurante,4.4,restaurant,Syracuse
Lemon Grass Restaurant,4.4,restaurant,Syracuse
Yamasho sushi steakhouse,4.6,restaurant,Syracuse
Riley's,4.6,restaurant,Syracuse
SUMER RESTAURANT مطعم سومر,4.5,restaurant,Syracuse
Mi Casita Restaurant,4.6,restaurant,Syracuse
Alto Cinco,4.3,restaurant,Syracuse
Strada Mia 313,4.4,restaurant,Syracuse
Chorong House,4.5,restaurant,Syracuse
Kelley's Restaurant,4.4,restaurant,Syracuse
Apizza Regionale,4.7,restaurant,Syracuse
Modern Malt,4.2,restaurant,Syracuse
Erawan | Thai Restaurant,4.6,restaurant,Syracuse
Spoon & Chopsticks | Korean Restaurant,4.5,restaurant,Syracuse
Eva's European Sweets,4.8,restaurant,Syracuse
Tully's Good Times Erie Blvd.,4.3,restaurant,Syracuse
Destiny USA,4.4,shopping_mall,Syracuse
Dressy Cart,4.2,shopping_mall,Syracuse
SpaZend Day Spa,4.6,spa,Syracuse
The Spa at 500,4.7,spa,Syracuse
Rejuvenations Day Spa,4.4,spa,Syracuse
CNY Healing Arts,4.6,spa,Syracuse
jasmine Oriental Spa,4.8,spa,Syracuse
Cosmopolitan Salon & Spa,4.6,spa,Syracuse
Fresh Nail Lounge and Spa,4.7,spa,Syracuse
Syracuse Nails & Spa,3.6,spa,Syracuse
Garbo's Salon Spa and Tanning,3.8,spa,Syracuse
Bodymind Float Center Syracuse,5.0,spa,Syracuse
Ming Spa,5.0,spa,Syracuse
B V Nails & Spa,2.7,spa,Syracuse
Sedora Laser & Skin Spa,4.9,spa,Syracuse
Robert Joseph's Salon & Spa,4.7,spa,Syracuse
Sanctuary Spa,4.8,spa,Syracuse
MedSpa Solutions,5.0,spa,Syracuse
Home Facials Spa,0.0,spa,Syracuse
Trinity Salon & Spa,4.6,spa,Syracuse
Spa Nirvana Skin & Nails Syracuse,0.0,spa,Syracuse
lucky foot spa,4.5,spa,Syracuse
Carrier Dome,4.5,stadium,Syracuse
NBT Bank Stadium,4.5,stadium,Syracuse
The Oncenter War Memorial Arena,4.4,stadium,Syracuse
Manley Field House,4.5,stadium,Syracuse
Ali Brandi Stadium,0.0,stadium,Syracuse
SU Soccer Stadium,0.0,stadium,Syracuse
Onondaga County Parks Softball,0.0,stadium,Syracuse
Thomas J Niland Sports Complex,0.0,stadium,Syracuse
Corcoran High School Stadium / Athletic Fields,0.0,stadium,Syracuse
Site Of Star Park,0.0,stadium,Syracuse
MacArthur Home Plate,0.0,stadium,Syracuse
NBT Bank Stadium- Home of the Syracuse Mets,0.0,stadium,Syracuse
Stadium International Trucks,3.8,stadium,Syracuse
SRC Arena & Events Center,4.5,stadium,Syracuse
VA Parking Garage,5.0,stadium,Syracuse
Regal Shoppingtown Mall,4.3,stadium,Syracuse
stadium,0.0,stadium,Syracuse
Sunnycrest Arena,4.2,stadium,Syracuse
Lampe Athletics Complex,4.5,stadium,Syracuse
The Oncenter Civic Center Theaters,4.4,stadium,Syracuse
Rosamond Gifford Zoo,4.5,zoo,Syracuse
Aloft Tallahassee Downtown,4.4,hotel,Tallahassee
DoubleTree by Hilton Hotel Tallahassee,4.2,hotel,Tallahassee
Four Points by Sheraton Tallahassee Downtown,4.1,hotel,Tallahassee
Wyndham Garden Tallahassee Capitol,3.1,hotel,Tallahassee
"Hotel Duval, Autograph Collection",4.2,hotel,Tallahassee
Governors Inn,3.7,hotel,Tallahassee
Microtel Inn & Suites by Wyndham Tallahassee,3.4,hotel,Tallahassee
Homewood Suites by Hilton Tallahassee,4.4,hotel,Tallahassee
Courtyard by Marriott Tallahassee Downtown/Capitol,4.1,hotel,Tallahassee
SpringHill Suites by Marriott Tallahassee Central,4.4,hotel,Tallahassee
Hilton Garden Inn Tallahassee,4.1,hotel,Tallahassee
Hampton Inn & Suites Tallahassee Capitol-University,4.7,hotel,Tallahassee
Residence Inn by Marriott Tallahassee North/I-10 Capital Circle,4.2,hotel,Tallahassee
Candlewood Suites Tallahassee,4.2,hotel,Tallahassee
Home2 Suites by Hilton Tallahassee State Capitol,4.4,hotel,Tallahassee
Hilton Garden Inn Tallahassee Central,4.3,hotel,Tallahassee
Comfort Suites Tallahassee Downtown,4.2,hotel,Tallahassee
Hampton Inn Tallahassee-Central,4.5,hotel,Tallahassee
Best Western Plus Tallahassee North Hotel,4.4,hotel,Tallahassee
La Quinta Inn by Wyndham Tallahassee North,3.3,hotel,Tallahassee
Sky Zone Trampoline Park,4.4,amusement_park,Tallahassee
Liberty Bar and Restaurant,4.5,bar,Tallahassee
Warhorse Whiskey Bar,4.5,bar,Tallahassee
Grub Burger Bar,4.5,bar,Tallahassee
Cabo's Island Grill & Bar,4.3,bar,Tallahassee
4th Quarter Bar & Grille,4.2,bar,Tallahassee
Andrew's Downtown,4.3,bar,Tallahassee
319 Wine and Cheese Shoppe,4.6,bar,Tallahassee
Corner Pocket Bar & Grill,4.2,bar,Tallahassee
Prime Time Lounge & Restaurant,4.0,bar,Tallahassee
Fermentation Lounge,4.5,bar,Tallahassee
926 Bar & Grill,4.4,bar,Tallahassee
Kavakaze,4.5,bar,Tallahassee
Juicy Blue Tapas Bar & Bistro,4.0,bar,Tallahassee
Zingales Billiards & Sports Bar,4.3,bar,Tallahassee
Fire Betty's Arcade Bar,4.2,bar,Tallahassee
Poor Paul's Pourhouse,4.5,bar,Tallahassee
Bradfordville Blues Club,4.8,bar,Tallahassee
Level 8 Lounge,4.3,bar,Tallahassee
Harry's Seafood Bar & Grille,4.5,bar,Tallahassee
McGowan's Hops and Grapes,4.7,bar,Tallahassee
Canopy Road Cafe,4.5,cafe,Tallahassee
Uptown Cafe and Catering,4.6,cafe,Tallahassee
Paisley Cafe,4.5,cafe,Tallahassee
Sweet Pea Cafe,4.6,cafe,Tallahassee
Catalina Cafe,4.6,cafe,Tallahassee
Fat Cat Cafe,4.9,cafe,Tallahassee
Tally Cat Cafe,4.7,cafe,Tallahassee
All Saints Café,4.3,cafe,Tallahassee
Black Dog Cafe,4.7,cafe,Tallahassee
Woodchuck's Cafe Inc,4.6,cafe,Tallahassee
The Power Plant Cafe,4.2,cafe,Tallahassee
Sharkey's Capital Cafe,3.7,cafe,Tallahassee
Empire Cafe,4.6,cafe,Tallahassee
The Hideaway,4.7,cafe,Tallahassee
Black Dog on The Square,4.6,cafe,Tallahassee
Bagel Bagel,4.4,cafe,Tallahassee
RedEye Coffee Bannerman Crossing,4.6,cafe,Tallahassee
Canopy Road Cafe,4.6,cafe,Tallahassee
RedEye Coffee Capital Circle,4.8,cafe,Tallahassee
Canopy Road Cafe,4.5,cafe,Tallahassee
Val Tuck Centerville Woodworks LLC,3.0,casino,Tallahassee
Breakout Games - Tallahassee,4.9,casino,Tallahassee
Painting with a Twist,4.8,casino,Tallahassee
Casino Bus Trips,0.0,casino,Tallahassee
Lady Luck Boutique,4.5,casino,Tallahassee
Baymont by Wyndham Tallahassee Central,3.2,casino,Tallahassee
Microtel Inn & Suites by Wyndham Tallahassee,3.4,casino,Tallahassee
Red Roof Inn Tallahassee - University,3.0,casino,Tallahassee
DoubleTree by Hilton Hotel Tallahassee,4.2,casino,Tallahassee
Tallahassee RV Park,4.4,casino,Tallahassee
Wyndham Garden Tallahassee Capitol,3.1,casino,Tallahassee
John M Lockwood LLC,0.0,casino,Tallahassee
Bouncers,4.1,casino,Tallahassee
Hilton Garden Inn Tallahassee Central,4.3,casino,Tallahassee
Comfort Suites Tallahassee Downtown,4.2,casino,Tallahassee
Hampton Inn & Suites Tallahassee I-10-Thomasville Rd,4.3,casino,Tallahassee
Women's Club of Tallahassee,4.7,casino,Tallahassee
Tallahassee Museum,4.6,museum,Tallahassee
Museum of Florida History,4.6,museum,Tallahassee
Florida Historic Capitol Museum,4.7,museum,Tallahassee
Tallahassee Automobile Museum,4.6,museum,Tallahassee
Mission San Luis,4.7,museum,Tallahassee
Goodwood Museum & Gardens,4.7,museum,Tallahassee
Alfred B. Maclay Gardens State Park,4.7,museum,Tallahassee
Knott House Museum,4.7,museum,Tallahassee
Meek-Eaton Black Archives Research Center and Museum,4.2,museum,Tallahassee
Florida State University Museum of Fine Arts,4.6,museum,Tallahassee
Call-Collins House at The Grove,4.6,museum,Tallahassee
The Union Bank of Florida,5.0,museum,Tallahassee
Riley House Museum,4.5,museum,Tallahassee
Florida Governor's Mansion,4.2,museum,Tallahassee
Korean War Memorial,5.0,museum,Tallahassee
Venvi Art Gallery,4.8,museum,Tallahassee
Carnegie Library at FAMU,0.0,museum,Tallahassee
Heritage Walk,0.0,museum,Tallahassee
Florida Trust For Historic Preservation,4.6,museum,Tallahassee
The Sharing Tree,4.6,museum,Tallahassee
TENN Nightclub,3.7,night_club,Tallahassee
Top Flite Club,4.3,night_club,Tallahassee
The Moon,4.3,night_club,Tallahassee
Yianni's,4.8,night_club,Tallahassee
The Tally Strip,2.6,night_club,Tallahassee
Bajas Beachclub,4.2,night_club,Tallahassee
Scratch House,3.3,night_club,Tallahassee
The Omni Club,5.0,night_club,Tallahassee
Bradfordville Blues Club,4.8,night_club,Tallahassee
Governors club,4.6,night_club,Tallahassee
Recess at CollegeTown,3.4,night_club,Tallahassee
B Sharps Jazz Cafe,4.4,night_club,Tallahassee
All Saints Culture Club & Artist's Hub,5.0,night_club,Tallahassee
Women's Club of Tallahassee,4.7,night_club,Tallahassee
SouthWood Golf Club,4.4,night_club,Tallahassee
The Paddock Club Tallahassee,2.9,night_club,Tallahassee
Polo Club Apartments,3.9,night_club,Tallahassee
TENN Lounge,3.6,night_club,Tallahassee
Bullwinkle's,4.1,night_club,Tallahassee
Capital City Country Club,4.3,night_club,Tallahassee
Sage Restaurant,4.7,restaurant,Tallahassee
Backwoods Crossing,4.6,restaurant,Tallahassee
Midtown Caboose,4.6,restaurant,Tallahassee
Liberty Bar and Restaurant,4.5,restaurant,Tallahassee
Shell Oyster Bar,4.5,restaurant,Tallahassee
Nefetari's,4.6,restaurant,Tallahassee
Ted's Montana Grill,4.5,restaurant,Tallahassee
The Bada Bean,4.6,restaurant,Tallahassee
Azu Lucy Ho's,4.5,restaurant,Tallahassee
BJ's Restaurant & Brewhouse,4.2,restaurant,Tallahassee
Momo's Pizza - Market Street,4.5,restaurant,Tallahassee
Chi Chi's Cafe,4.7,restaurant,Tallahassee
The Bark,4.8,restaurant,Tallahassee
Cypress Restaurant,4.5,restaurant,Tallahassee
Bonefish Grill,4.3,restaurant,Tallahassee
Kool Beanz Cafe,4.6,restaurant,Tallahassee
Masa,4.4,restaurant,Tallahassee
Grub Burger Bar,4.5,restaurant,Tallahassee
Cinco De Mayo Mexican Restaurant,4.4,restaurant,Tallahassee
Canopy Road Cafe,4.6,restaurant,Tallahassee
Millennium at Midtown Nail & Day Spa,4.6,spa,Tallahassee
Haven Spa,5.0,spa,Tallahassee
AXIOS lifestyle spa,4.7,spa,Tallahassee
Chelsea Salon and Spa,4.7,spa,Tallahassee
Kanvas,4.7,spa,Tallahassee
Relax at Sage Spa,4.6,spa,Tallahassee
Better Living Day Spa,4.6,spa,Tallahassee
Cabello's Salon and Spa,4.5,spa,Tallahassee
Asian Massage,4.3,spa,Tallahassee
Citrine Spa & Body Shop,5.0,spa,Tallahassee
O Chi Massage N Spa,4.6,spa,Tallahassee
Fuji Massage Spa,4.6,spa,Tallahassee
Thai House Massage & Spa,4.5,spa,Tallahassee
Allure Laser MediSpa,4.6,spa,Tallahassee
Athena Salon & Spa - an Aveda Salon,3.8,spa,Tallahassee
Massage Envy - Kerry Forest,3.9,spa,Tallahassee
Aqua Medical Spa - Tallahassee,3.7,spa,Tallahassee
Lilly's Spa Salon,5.0,spa,Tallahassee
Royal Nail Spa,4.5,spa,Tallahassee
7 Day Spa,4.2,spa,Tallahassee
Gene Cox Stadium,4.4,stadium,Tallahassee
Bragg Memorial Stadium,4.4,stadium,Tallahassee
Doak Campbell Stadium,4.7,stadium,Tallahassee
Stadium Centre,3.1,stadium,Tallahassee
Seminole Soccer Complex,4.9,stadium,Tallahassee
Mike Martin Field at Dick Howser Stadium,4.8,stadium,Tallahassee
Stadium Enclave,4.0,stadium,Tallahassee
The Court at Stadium Center,0.0,stadium,Tallahassee
FAMU Baseball Stadium,3.8,stadium,Tallahassee
Band Practice,3.0,stadium,Tallahassee
Donald L. Tucker Civic Center,4.4,stadium,Tallahassee
Stadium Place Apartments,4.5,stadium,Tallahassee
Stadium Drive and Doak Campbell Stadium,0.0,stadium,Tallahassee
Stadium Supreme Barber Shop,4.3,stadium,Tallahassee
Stadium View Condominiums,5.0,stadium,Tallahassee
Stadium Walk at Rivoli Townhomes,0.0,stadium,Tallahassee
Stadium Property Rentals,4.0,stadium,Tallahassee
ASAP Smoke Shop,4.5,stadium,Tallahassee
Spirit Way and Stadium Drive,0.0,stadium,Tallahassee
Stadium Place Apartments,0.0,stadium,Tallahassee
Tallahassee Museum,4.6,zoo,Tallahassee
Redemptive Love Farm (we travel to you!),4.8,zoo,Tallahassee
Capital Cascades Trail Park,4.6,zoo,Tallahassee
Spring House - Frank Lloyd Wright,4.6,zoo,Tallahassee
Museum of Florida History,4.6,zoo,Tallahassee
Cascades Park,4.7,zoo,Tallahassee
Goodwood Museum & Gardens,4.7,zoo,Tallahassee
Flint Rock Wildlife Management Area,4.2,zoo,Tallahassee
Florida State Capitol,4.2,zoo,Tallahassee
FSU Reservation,4.6,zoo,Tallahassee
"Piney Z CDD • Tallahassee, FL",4.6,zoo,Tallahassee
Mahan Farm,4.6,zoo,Tallahassee
The Padre Hotel,4.5,hotel,Bakersfield
SpringHill Suites by Marriott Bakersfield,4.4,hotel,Bakersfield
Hilton Garden Inn Bakersfield,4.3,hotel,Bakersfield
Holiday Inn Express & Suites Bakersfield Central,4.3,hotel,Bakersfield
Courtyard by Marriott Bakersfield,4.3,hotel,Bakersfield
Holiday Inn & Suites Bakersfield,4.1,hotel,Bakersfield
Bakersfield Marriott at the Convention Center,4.3,hotel,Bakersfield
Hotel Rosedale,3.4,hotel,Bakersfield
La Quinta Inn by Wyndham Bakersfield South,3.5,hotel,Bakersfield
DoubleTree by Hilton Hotel Bakersfield,3.9,hotel,Bakersfield
Four Points by Sheraton Bakersfield,4.0,hotel,Bakersfield
Residence Inn by Marriott Bakersfield,4.4,hotel,Bakersfield
Best Western Plus Hill House,3.8,hotel,Bakersfield
Comfort Suites,4.4,hotel,Bakersfield
Vagabond Inn Bakersfield North,3.2,hotel,Bakersfield
SureStay Plus Hotel by Best Western Bakersfield North,3.5,hotel,Bakersfield
Vagabond Inn Bakersfield South,3.3,hotel,Bakersfield
TownePlace Suites by Marriott Bakersfield West,4.4,hotel,Bakersfield
Homewood Suites by Hilton Bakersfield,4.4,hotel,Bakersfield
WoodSpring Suites Bakersfield,4.0,hotel,Bakersfield
Real Escape Bakersfield,4.4,amusement_park,Bakersfield
Kiddie Amusements Inc,4.3,amusement_park,Bakersfield
Tiki-Ko,4.6,bar,Bakersfield
Guthrie's Alley Cat,4.5,bar,Bakersfield
Bakersfield Pizza Co. & Bar,4.5,bar,Bakersfield
The Old Fashioned Social Drinkery,4.7,bar,Bakersfield
VIP Lounge,4.3,bar,Bakersfield
The Silver Fox Starlite Lounge,4.4,bar,Bakersfield
Red Zone Sports Bar & Grill,3.9,bar,Bakersfield
Sandrini's Public House,4.4,bar,Bakersfield
The Mint,4.0,bar,Bakersfield
Speakeasy Bar and Grill at 1933 Event Center,4.2,bar,Bakersfield
Whiskey Barrel Saloon,3.3,bar,Bakersfield
Crash Lounge,4.6,bar,Bakersfield
Cheers,4.4,bar,Bakersfield
Firestone Grill,4.6,bar,Bakersfield
Sports & Spirits,4.1,bar,Bakersfield
The Goose Bar and Grill,4.3,bar,Bakersfield
Chili's Grill & Bar,4.3,bar,Bakersfield
Mc Murphys Irish Pub,4.0,bar,Bakersfield
Sky Bar & Lounge,4.1,bar,Bakersfield
Wiki's Wine Dive & Grill,4.1,bar,Bakersfield
Cafe Smitten,4.6,cafe,Bakersfield
24th Street Cafe,4.6,cafe,Bakersfield
Zingo's Cafe,4.4,cafe,Bakersfield
Cafe Crepes,4.5,cafe,Bakersfield
Corner Bakery Cafe,4.2,cafe,Bakersfield
Farmacy Cafe,4.4,cafe,Bakersfield
Spencer's Cafe,4.5,cafe,Bakersfield
Tina Marie's,4.6,cafe,Bakersfield
Spencers Cafe,4.5,cafe,Bakersfield
Arizona Cafe,4.5,cafe,Bakersfield
J & M's Bar And Grill,4.5,cafe,Bakersfield
Jakes Original Tex Mex Cafe,4.5,cafe,Bakersfield
Denweed Café,4.6,cafe,Bakersfield
Sugar Twist Bakery - Olive,4.5,cafe,Bakersfield
365 Boba And Cafe,4.5,cafe,Bakersfield
Mossman's Westchester Coffee Shop,4.5,cafe,Bakersfield
Sequoia Sandwich Company,4.6,cafe,Bakersfield
Donna Kaye's Cafe,4.5,cafe,Bakersfield
Dagny's Coffee Co,4.6,cafe,Bakersfield
Lorene's Downtown,4.4,cafe,Bakersfield
Golden West Casino,4.0,casino,Bakersfield
Bakersfield Casino Rentals,5.0,casino,Bakersfield
Casino Knights,5.0,casino,Bakersfield
Tejon Indian Tribe,5.0,casino,Bakersfield
The Aviator Casino,4.1,casino,Bakersfield
Star-Liter Motor Motel,2.9,casino,Bakersfield
Eagle Mountain Casino,4.1,casino,Bakersfield
Kern County Museum,4.6,museum,Bakersfield
Bakersfield Museum of Art,4.5,museum,Bakersfield
Buena Vista Museum of Natural History & Science,4.6,museum,Bakersfield
Buck Owens' Crystal Palace,4.4,museum,Bakersfield
Lori Brock Childrens Discovery,4.1,museum,Bakersfield
Casablanca Nightclub,3.9,night_club,Bakersfield
La Movida Night Club,3.6,night_club,Bakersfield
El Motecito Club,4.3,night_club,Bakersfield
El Rancho Grande Night Club,4.1,night_club,Bakersfield
Brix Lounge,2.2,night_club,Bakersfield
Noa-Noa Club,3.9,night_club,Bakersfield
Flames Hookah,4.3,night_club,Bakersfield
Petroleum Club Of Bakersfield,4.6,night_club,Bakersfield
The Avenue Downtown,4.2,night_club,Bakersfield
The Woman's Club of Bakersfield,4.4,night_club,Bakersfield
Bakersfield Country Club,4.5,night_club,Bakersfield
Rio Bravo Country Club,4.3,night_club,Bakersfield
Deja Vu Showgirls Bakersfield Strip Club,4.3,night_club,Bakersfield
Alano Club Of Bakersfield,4.4,night_club,Bakersfield
Bakersfield Racquet Club,4.4,night_club,Bakersfield
Sky Bar & Lounge,4.1,night_club,Bakersfield
Step Of Faith Ministries,0.0,night_club,Bakersfield
Kern County Basque Club,4.7,night_club,Bakersfield
Sundale Country Club,4.4,night_club,Bakersfield
Night clubs around union and California,0.0,night_club,Bakersfield
Wool Growers Restaurant,4.6,restaurant,Bakersfield
Nuestro Mexico Restaurant,4.4,restaurant,Bakersfield
Luigi's,4.6,restaurant,Bakersfield
Benji's French Basque Restaurant,4.5,restaurant,Bakersfield
Stars Theatre Restaurant,4.7,restaurant,Bakersfield
Firestone Grill,4.6,restaurant,Bakersfield
Uricchio's Trattoria,4.6,restaurant,Bakersfield
Locale,4.6,restaurant,Bakersfield
J's Place Waffle House & Southern Style Cooking,4.5,restaurant,Bakersfield
Noriega's,4.6,restaurant,Bakersfield
Flame & Skewers Mediterranean Restaurant,4.4,restaurant,Bakersfield
JIN Sushi,4.6,restaurant,Bakersfield
Hummus Express,4.7,restaurant,Bakersfield
Saigon Restaurant,4.5,restaurant,Bakersfield
Sorella Ristorante Italiano,4.5,restaurant,Bakersfield
New Saigon Restaurant,4.6,restaurant,Bakersfield
Hodel's Country Dining,4.4,restaurant,Bakersfield
Cope's Knotty Pine Cafe,4.6,restaurant,Bakersfield
Bakersfield Black Bear Diner,4.4,restaurant,Bakersfield
Red Pepper Restaurant,4.3,restaurant,Bakersfield
Valley Plaza Mall,4.2,shopping_mall,Bakersfield
The Marketplace,4.4,shopping_mall,Bakersfield
Valley Village Shopping Center,4.2,shopping_mall,Bakersfield
Brundage Square Medical Center,3.7,shopping_mall,Bakersfield
Plaza On Calloway,4.2,shopping_mall,Bakersfield
Pure Essentials Day Spa,4.3,spa,Bakersfield
Essentiels Spa Et Beaute,4.4,spa,Bakersfield
EuroPhoria Medical & Personal Spa,4.9,spa,Bakersfield
E Salon | Spa,4.3,spa,Bakersfield
Blissful Retreat - Intimate Salon & Day Spa,4.8,spa,Bakersfield
La Petite Day Spa & Boutique,3.8,spa,Bakersfield
Zen Spa,4.5,spa,Bakersfield
Eurotan Spa,4.6,spa,Bakersfield
Opulent Day Spa,4.2,spa,Bakersfield
Dream Foot Spa,4.2,spa,Bakersfield
Massage Envy - Bakersfield Marketplace,4.1,spa,Bakersfield
Urban Oasis Spa,5.0,spa,Bakersfield
InSpire Salon & Spa,4.8,spa,Bakersfield
Serenity Salon & Spa,4.6,spa,Bakersfield
Natural Healing Health Center,4.7,spa,Bakersfield
Sweet Cheeks Waxing and Spa,4.9,spa,Bakersfield
Young Health Spa Massage,4.0,spa,Bakersfield
Unique Hair Design & Day Spa,4.2,spa,Bakersfield
Zen Spa Massage,4.3,spa,Bakersfield
Dermscapes Medical Spa,5.0,spa,Bakersfield
Memorial Stadium at Bakersfield College,4.7,stadium,Bakersfield
"Rabobank Arena, Theater and Convention Center",4.4,stadium,Bakersfield
Regal Edwards Bakersfield,4.3,stadium,Bakersfield
